,0
152,159000.0
153,149900.0
154,115000.0
155,115000.0
156,129500.0
157,149900.0
158,124500.0
159,85000.0
160,122000.0
161,125000.0
162,323250.0
163,147000.0
164,140000.0
165,180000.0
166,231500.0
167,277500.0
168,203000.0
169,393558.5
170,403000.0
171,301500.0
172,230000.0
173,231500.0
174,231500.0
175,187000.0
176,135000.0
177,157000.0
178,147000.0
179,260000.0
180,135450.0
181,175500.0
182,172500.0
183,228250.0
184,110000.0
185,179900.0
186,271000.0
187,112000.0
188,130250.0
189,124500.0
190,124500.0
191,113000.0
192,113000.0
193,100000.0
194,271000.0
195,196000.0
196,172500.0
197,135450.0
198,205000.0
199,149350.0
200,239000.0
201,440612.3333333333
202,432500.0
203,385000.0
204,440612.3333333333
205,192000.0
206,212000.0
207,440612.3333333333
208,319900.0
209,611657.0
210,175500.0
211,266000.0
212,538000.0
213,255500.0
214,196000.0
215,142500.0
216,175900.0
217,386250.0
218,538000.0
219,432500.0
220,432500.0
221,228250.0
222,263000.0
223,151000.0
224,169116.5
225,190000.0
226,190000.0
227,185000.0
228,151000.0
229,175500.0
230,186750.0
231,228250.0
232,186750.0
233,162000.0
234,227000.0
235,155000.0
236,189000.0
237,172500.0
238,239500.0
239,263000.0
240,301500.0
241,253293.0
242,253293.0
243,322700.0
244,257000.0
245,377500.0
246,383970.0
247,175900.0
248,239000.0
249,252000.0
250,255500.0
251,245000.0
252,220000.0
253,212293.0
254,227000.0
255,207500.0
256,151000.0
257,144500.0
258,233000.0
259,276151.0
260,186750.0
261,192140.0
262,159000.0
263,194500.0
264,219500.0
265,173000.0
266,153900.0
267,194500.0
268,272000.0
269,178000.0
270,115000.0
271,124500.0
272,109500.0
273,124000.0
274,143000.0
275,139950.0
276,290000.0
277,271900.0
278,151000.0
279,142500.0
280,142500.0
281,244000.0
282,192000.0
283,381000.0
284,187500.0
285,278000.0
286,152000.0
287,174900.0
288,185000.0
289,180000.0
290,263000.0
291,130000.0
292,124000.0
293,82500.0
294,139000.0
295,161500.0
296,140000.0
297,161500.0
298,129000.0
299,162000.0
300,185000.0
301,147500.0
302,158000.0
303,190000.0
304,197900.0
305,163000.0
306,173000.0
307,153000.0
308,164000.0
309,155000.0
310,115000.0
311,190000.0
312,115000.0
313,97000.0
314,132000.0
315,138000.0
316,87000.0
317,138500.0
318,124500.0
319,242000.0
320,129000.0
321,161500.0
322,105000.0
323,125500.0
324,105000.0
325,125500.0
326,159500.0
327,60000.0
328,160000.0
329,95000.0
330,180000.0
331,145000.0
332,197900.0
333,174000.0
334,139000.0
335,139000.0
336,124000.0
337,116500.0
338,123000.0
339,110000.0
340,90000.0
341,139500.0
342,167000.0
343,144000.0
344,159000.0
345,120500.0
346,129500.0
347,179500.0
348,107500.0
349,108000.0
350,105000.0
351,78000.0
352,109000.0
353,34900.0
354,60000.0
355,107500.0
356,125500.0
357,104000.0
358,121000.0
359,87000.0
360,191000.0
361,240000.0
362,95000.0
363,191000.0
364,119900.0
365,109500.0
366,98000.0
367,118000.0
368,79500.0
369,121000.0
370,155000.0
371,154900.0
372,102000.0
373,177000.0
374,140000.0
375,214500.0
376,68500.0
377,177000.0
378,82500.0
379,119500.0
380,124000.0
381,159434.0
382,140000.0
383,135450.0
384,109500.0
385,157000.0
386,139000.0
387,60000.0
388,115000.0
389,110000.0
390,139500.0
391,123000.0
392,119500.0
393,180000.0
394,100000.0
395,271000.0
396,160000.0
397,130386.33333333333
398,130386.33333333333
399,130386.33333333333
400,130386.33333333333
401,213000.0
402,213000.0
403,213000.0
404,440612.3333333333
405,370878.0
406,210000.0
407,212000.0
408,175900.0
409,322700.0
410,322700.0
411,169116.5
412,163900.0
413,143500.0
414,263000.0
415,162000.0
416,236000.0
417,195000.0
418,124000.0
419,143500.0
420,221000.0
421,538000.0
422,263000.0
423,186750.0
424,172500.0
425,228250.0
426,175000.0
427,276151.0
428,169116.5
429,161500.0
430,142500.0
431,168000.0
432,138000.0
433,110000.0
434,110000.0
435,87000.0
436,108000.0
437,132500.0
438,140000.0
439,140000.0
440,120500.0
441,110000.0
442,152000.0
443,123000.0
444,157000.0
445,133000.0
446,140000.0
447,124000.0
448,147000.0
449,124000.0
450,153900.0
451,152000.0
452,124900.0
453,68500.0
454,212000.0
455,37900.0
456,172500.0
457,159500.0
458,272000.0
459,138000.0
460,440612.3333333333
461,582933.0
462,205000.0
463,171000.0
464,233000.0
465,239000.0
466,140000.0
467,124000.0
468,136500.0
469,187000.0
470,137000.0
471,138000.0
472,125000.0
473,208900.0
474,193500.0
475,200000.0
476,193500.0
477,152000.0
478,403000.0
479,301500.0
480,208900.0
481,179200.0
482,189000.0
483,232000.0
484,377500.0
485,155000.0
486,314813.0
487,115000.0
488,262280.0
489,184000.0
490,271000.0
491,192000.0
492,100000.0
493,192000.0
494,125000.0
495,215000.0
496,167900.0
497,302000.0
498,135000.0
499,116050.0
500,112000.0
501,113000.0
502,113000.0
503,62383.0
504,185000.0
505,205000.0
506,276151.0
507,201000.0
508,239000.0
509,377500.0
510,466500.0
511,266000.0
512,235128.0
513,232000.0
514,466500.0
515,538000.0
516,286000.0
517,538000.0
518,446261.0
519,191000.0
520,239000.0
521,255000.0
522,147000.0
523,221000.0
524,284000.0
525,196000.0
526,159895.0
527,144500.0
528,165400.0
529,183000.0
530,182000.0
531,191000.0
532,160000.0
533,231500.0
534,231500.0
535,301500.0
536,350000.0
537,403000.0
538,203000.0
539,290000.0
540,213000.0
541,191000.0
542,201000.0
543,147000.0
544,232000.0
545,201000.0
546,235128.0
547,250580.0
548,155000.0
549,165400.0
550,148000.0
551,159895.0
552,208900.0
553,187000.0
554,228000.0
555,181000.0
556,163900.0
557,124000.0
558,179900.0
559,134000.0
560,124000.0
561,180000.0
562,123000.0
563,179200.0
564,745000.0
565,196000.0
566,178892.5
567,159895.0
568,176000.0
569,266000.0
570,266000.0
571,377500.0
572,350000.0
573,231500.0
574,231500.0
575,230000.0
576,230000.0
577,466500.0
578,301500.0
579,385000.0
580,381000.0
581,160000.0
582,193500.0
583,161500.0
584,260000.0
585,228950.0
586,180000.0
587,147500.0
588,142600.0
589,302000.0
590,127000.0
591,127000.0
592,145500.0
593,128000.0
594,143000.0
595,179900.0
596,110000.0
597,173000.0
598,127000.0
599,155000.0
600,157900.0
601,127000.0
602,134500.0
603,134500.0
604,110000.0
605,140000.0
606,60000.0
607,127000.0
608,80500.0
609,117000.0
610,82500.0
611,189000.0
612,180000.0
613,241500.0
614,157000.0
615,109000.0
616,155000.0
617,115000.0
618,191000.0
619,105500.0
620,140000.0
621,115000.0
622,109000.0
623,139000.0
624,124000.0
625,196000.0
626,147000.0
627,98000.0
628,108000.0
629,121000.0
630,125500.0
631,100000.0
632,144000.0
633,140000.0
634,105500.0
635,124900.0
636,145900.0
637,200500.0
638,60000.0
639,92900.0
640,98000.0
641,140000.0
642,132000.0
643,144000.0
644,107500.0
645,91000.0
646,205000.0
647,155000.0
648,118500.0
649,179500.0
650,164000.0
651,108000.0
652,119900.0
653,140000.0
654,160000.0
655,179500.0
656,105500.0
657,115000.0
658,177000.0
659,132000.0
660,82500.0
661,135000.0
662,95000.0
663,311500.0
664,109500.0
665,129500.0
666,240000.0
667,105900.0
668,214500.0
669,105500.0
670,177500.0
671,135900.0
672,185000.0
673,214500.0
674,135000.0
675,91000.0
676,110000.0
677,132500.0
678,100000.0
679,130000.0
680,181500.0
681,134000.0
682,119500.0
683,144000.0
684,179900.0
685,257500.0
686,80000.0
687,160000.0
688,179900.0
689,192000.0
690,241500.0
691,107500.0
692,135000.0
693,135000.0
694,145000.0
695,188000.0
696,187500.0
697,228000.0
698,187500.0
699,159895.0
700,293077.0
701,264132.0
702,446261.0
703,323250.0
704,167000.0
705,228950.0
706,203000.0
707,181000.0
708,231500.0
709,231500.0
710,194000.0
711,228950.0
712,228950.0
713,231500.0
714,319900.0
715,255900.0
716,284000.0
717,251000.0
718,130000.0
719,181000.0
720,196000.0
721,194201.0
722,227680.0
723,129500.0
724,124000.0
725,195000.0
726,140000.0
727,205000.0
728,150750.0
729,109008.0
730,109008.0
731,118500.0
732,107500.0
733,179900.0
734,102000.0
735,118000.0
736,68500.0
737,140000.0
738,185000.0
739,214500.0
740,128000.0
741,161000.0
742,76000.0
743,108000.0
744,115000.0
745,115000.0
746,287000.0
747,178400.0
748,127000.0
749,162000.0
750,110000.0
751,120500.0
752,179500.0
753,134000.0
754,119900.0
755,127000.0
756,60000.0
757,106250.0
758,125500.0
759,40000.0
760,201000.0
761,196000.0
762,192000.0
763,192000.0
764,124000.0
765,137500.0
766,171000.0
767,266731.5
768,276151.0
769,167500.0
770,383970.0
771,179200.0
772,153900.0
773,538000.0
774,175000.0
775,276151.0
776,257450.0
777,206300.0
778,167500.0
779,208900.0
780,94750.0
781,110000.0
782,115000.0
783,129500.0
784,129500.0
785,175000.0
786,149000.0
787,124500.0
788,137000.0
789,137000.0
790,98000.0
791,143250.0
792,172500.0
793,174000.0
794,176000.0
795,315750.0
796,175000.0
797,315750.0
798,187000.0
799,165000.0
800,170000.0
801,301500.0
802,322350.0
803,415298.0
804,119000.0
805,350000.0
806,423000.0
807,466500.0
808,125000.0
809,192000.0
810,207500.0
811,192000.0
812,147000.0
813,100000.0
814,100000.0
815,244000.0
816,134375.0
817,228950.0
818,122500.0
819,135750.0
820,177000.0
821,193500.0
822,113000.0
823,100000.0
824,192000.0
825,157000.0
826,342643.0
827,255000.0
828,300812.0
829,184750.0
830,322700.0
831,466500.0
832,184750.0
833,415298.0
834,385000.0
835,225000.0
836,293199.5
837,415298.0
838,307000.0
839,423000.0
840,293199.5
841,178821.0
842,423000.0
843,147000.0
844,173900.0
845,178892.5
846,194700.0
847,266731.5
848,415298.0
849,209500.0
850,171750.0
851,178892.5
852,194700.0
853,194000.0
854,142500.0
855,194700.0
856,194700.0
857,169990.0
858,248328.0
859,178809.5
860,300812.0
861,178809.5
862,141000.0
863,219500.0
864,211200.0
865,205000.0
866,219500.0
867,219500.0
868,177000.0
869,176000.0
870,302000.0
871,285000.0
872,323250.0
873,133000.0
874,301500.0
875,430000.0
876,311872.0
877,322350.0
878,423000.0
879,184750.0
880,311872.0
881,340000.0
882,178821.0
883,155835.0
884,322700.0
885,300812.0
886,172500.0
887,300812.0
888,192140.0
889,318000.0
890,293077.0
891,266731.5
892,156950.0
893,194700.0
894,246578.0
895,155000.0
896,172500.0
897,189000.0
898,172500.0
899,144000.0
900,180000.0
901,187500.0
902,122500.0
903,205000.0
904,322350.0
905,147000.0
906,147000.0
907,279750.0
908,322350.0
909,175000.0
910,181000.0
911,179000.0
912,277500.0
913,302000.0
914,430000.0
915,192000.0
916,278000.0
917,161500.0
918,175000.0
919,175000.0
920,175000.0
921,184000.0
922,233000.0
923,315750.0
924,187500.0
925,159000.0
926,175000.0
927,101800.0
928,135000.0
929,128500.0
930,132500.0
931,136500.0
932,170000.0
933,165000.0
934,158000.0
935,140000.0
936,136000.0
937,127500.0
938,92900.0
939,92900.0
940,225000.0
941,139000.0
942,118500.0
943,164500.0
944,163000.0
945,230000.0
946,139000.0
947,132500.0
948,144000.0
949,157900.0
950,135000.0
951,125000.0
952,165000.0
953,225000.0
954,135960.0
955,243000.0
956,243000.0
957,225000.0
958,107900.0
959,130000.0
960,93000.0
961,110000.0
962,122500.0
963,139400.0
964,109000.0
965,64500.0
966,127000.0
967,170000.0
968,132500.0
969,161500.0
970,60000.0
971,150750.0
972,116500.0
973,144000.0
974,139900.0
975,150750.0
976,135960.0
977,169500.0
978,130000.0
979,143000.0
980,189000.0
981,90350.0
982,117000.0
983,127000.0
984,125500.0
985,125500.0
986,161000.0
987,143000.0
988,88000.0
989,259500.0
990,88000.0
991,295000.0
992,118500.0
993,108000.0
994,115000.0
995,109000.0
996,101000.0
997,143000.0
998,119750.0
999,115000.0
1000,119750.0
1001,88000.0
1002,79500.0
1003,259500.0
1004,210000.0
1005,79500.0
1006,139400.0
1007,90000.0
1008,90000.0
1009,159000.0
1010,178400.0
1011,118400.0
1012,256000.0
1013,87000.0
1014,129900.0
1015,95000.0
1016,152000.0
1017,119000.0
1018,107000.0
1019,218000.0
1020,152000.0
1021,129500.0
1022,152000.0
1023,118500.0
1024,164500.0
1025,135960.0
1026,144000.0
1027,225000.0
1028,136900.0
1029,139000.0
1030,82500.0
1031,125000.0
1032,153500.0
1033,110000.0
1034,113000.0
1035,243000.0
1036,243000.0
1037,144000.0
1038,107900.0
1039,137000.0
1040,134500.0
1041,139400.0
1042,108500.0
1043,125000.0
1044,233000.0
1045,293199.5
1046,255000.0
1047,293199.5
1048,172500.0
1049,255000.0
1050,155835.0
1051,185900.0
1052,179900.0
1053,287000.0
1054,126000.0
1055,177000.0
1056,124500.0
1057,148000.0
1058,183900.0
1059,183900.0
1060,211250.0
1061,191000.0
1062,122500.0
1063,134000.0
1064,129900.0
1065,144000.0
1066,144000.0
1067,228950.0
1068,122500.0
1069,129500.0
1070,211250.0
1071,219500.0
1072,284000.0
1073,302000.0
1074,286000.0
1075,233000.0
1076,251000.0
1077,248328.0
1078,185900.0
1079,178900.0
1080,194000.0
1081,157000.0
1082,143000.0
1083,94750.0
1084,73000.0
1085,157000.0
1086,195000.0
1087,217500.0
1088,155000.0
1089,446261.0
1090,178892.5
1091,109900.0
1092,84000.0
1093,200500.0
1094,259500.0
1095,109008.0
1096,119000.0
1097,109500.0
1098,87000.0
1099,165000.0
1100,132000.0
1101,210000.0
1102,259500.0
1103,116900.0
1104,152000.0
1105,135000.0
1106,105000.0
1107,156500.0
1108,161500.0
1109,162000.0
1110,176000.0
1111,170000.0
1112,302000.0
1113,170000.0
1114,152000.0
1115,127500.0
1116,109500.0
1117,127500.0
1118,60000.0
1119,90350.0
1120,107900.0
1121,127500.0
1122,202500.0
1123,210000.0
1124,147000.0
1125,219500.0
1126,160000.0
1127,192000.0
1128,179900.0
1129,205000.0
1130,145000.0
1131,211200.0
1132,209500.0
1133,184000.0
1134,286000.0
1135,237000.0
1136,193500.0
1137,219500.0
1138,466500.0
1139,82000.0
1140,204750.0
1141,137500.0
1142,116050.0
1143,120500.0
1144,137500.0
1145,144000.0
1146,140000.0
1147,129900.0
1148,129900.0
1149,228950.0
1150,84000.0
1151,129900.0
1152,124500.0
1153,155000.0
1154,140000.0
1155,158000.0
1156,141000.0
1157,158000.0
1158,167000.0
1159,185000.0
1160,174000.0
1161,185000.0
1162,423000.0
1163,178821.0
1164,290000.0
1165,176000.0
1166,170000.0
1167,350000.0
1168,465000.0
1169,342643.0
1170,465000.0
1171,350000.0
1172,377426.0
1173,377426.0
1174,207500.0
1175,202500.0
1176,202500.0
1177,185850.0
1178,185000.0
1179,185000.0
1180,88000.0
1181,183200.0
1182,100000.0
1183,128500.0
1184,250000.0
1185,94500.0
1186,100000.0
1187,170450.0
1188,228950.0
1189,235000.0
1190,170450.0
1191,342643.0
1192,297574.5
1193,179665.0
1194,415298.0
1195,377426.0
1196,415298.0
1197,297574.5
1198,300812.0
1199,319000.0
1200,350000.0
1201,315000.0
1202,147000.0
1203,350000.0
1204,415298.0
1205,415298.0
1206,142500.0
1207,179665.0
1208,163990.0
1209,354000.0
1210,246578.0
1211,219210.0
1212,178740.0
1213,234000.0
1214,185850.0
1215,180000.0
1216,186500.0
1217,216137.25
1218,348000.0
1219,251000.0
1220,315000.0
1221,262000.0
1222,745000.0
1223,262000.0
1224,215000.0
1225,423000.0
1226,266000.0
1227,266000.0
1228,281000.0
1229,342643.0
1230,142500.0
1231,142500.0
1232,202500.0
1233,142500.0
1234,178821.0
1235,224580.0
1236,217000.0
1237,176000.0
1238,176000.0
1239,165600.0
1240,201000.0
1241,130000.0
1242,140000.0
1243,132500.0
1244,119900.0
1245,157000.0
1246,228950.0
1247,122000.0
1248,180500.0
1249,130000.0
1250,244000.0
1251,220000.0
1252,178740.0
1253,186697.5
1254,177000.0
1255,180000.0
1256,222000.0
1257,255000.0
1258,149900.0
1259,226000.0
1260,160250.0
1261,142500.0
1262,250000.0
1263,228950.0
1264,159950.0
1265,130000.0
1266,159000.0
1267,160000.0
1268,132500.0
1269,141000.0
1270,114500.0
1271,169000.0
1272,135000.0
1273,137000.0
1274,93000.0
1275,169000.0
1276,137000.0
1277,160250.0
1278,127500.0
1279,159000.0
1280,155000.0
1281,160000.0
1282,137000.0
1283,157900.0
1284,84500.0
1285,137000.0
1286,84500.0
1287,137000.0
1288,141000.0
1289,168000.0
1290,169000.0
1291,280000.0
1292,141000.0
1293,102000.0
1294,84500.0
1295,120000.0
1296,92900.0
1297,118500.0
1298,137000.0
1299,102776.0
1300,155000.0
1301,145250.0
1302,158000.0
1303,225000.0
1304,170000.0
1305,90000.0
1306,92900.0
1307,133700.0
1308,130000.0
1309,226000.0
1310,132500.0
1311,155000.0
1312,127000.0
1313,169000.0
1314,86000.0
1315,117000.0
1316,140000.0
1317,132000.0
1318,125500.0
1319,140200.0
1320,88000.0
1321,90000.0
1322,95000.0
1323,137000.0
1324,115000.0
1325,91000.0
1326,84500.0
1327,91000.0
1328,200100.0
1329,127500.0
1330,151200.0
1331,91000.0
1332,137000.0
1333,92900.0
1334,101000.0
1335,102000.0
1336,140000.0
1337,85500.0
1338,127000.0
1339,160000.0
1340,239000.0
1341,118000.0
1342,155000.0
1343,118000.0
1344,175000.0
1345,118000.0
1346,178740.0
1347,130000.0
1348,159000.0
1349,164500.0
1350,160250.0
1351,207500.0
1352,160250.0
1353,142500.0
1354,109500.0
1355,226000.0
1356,157900.0
1357,128500.0
1358,235000.0
1359,109008.0
1360,105000.0
1361,114504.0
1362,84500.0
1363,134500.0
1364,137000.0
1365,225000.0
1366,155000.0
1367,176000.0
1368,182900.0
1369,186697.5
1370,260000.0
1371,163990.0
1372,319000.0
1373,178821.0
1374,224580.0
1375,185850.0
1376,175000.0
1377,137000.0
1378,177500.0
1379,176500.0
1380,226000.0
1381,235000.0
1382,162000.0
1383,207500.0
1384,218000.0
1385,200000.0
1386,175000.0
1387,312500.0
1388,234000.0
1389,251000.0
1390,315750.0
1391,176500.0
1392,268000.0
1393,200000.0
1394,171750.0
1395,216137.25
1396,224580.0
1397,202500.0
1398,109900.0
1399,100000.0
1400,135960.0
1401,178740.0
1402,186500.0
1403,260000.0
1404,169990.0
1405,178740.0
1406,80500.0
1407,76000.0
1408,85500.0
1409,119000.0
1410,137500.0
1411,91000.0
1412,109900.0
1413,125500.0
1414,84500.0
1415,140000.0
1416,117000.0
1417,143000.0
1418,125500.0
1419,105000.0
1420,140200.0
1421,120500.0
1422,149000.0
1423,129900.0
1424,239000.0
1425,169000.0
1426,87000.0
1427,137000.0
1428,85500.0
1429,85500.0
1430,139000.0
1431,92900.0
1432,169000.0
1433,91000.0
1434,147000.0
1435,340000.0
1436,147000.0
1437,100000.0
1438,312500.0
1439,185000.0
1440,140000.0
1441,181000.0
1442,300812.0
1443,377426.0
1444,60000.0
1445,222000.0
1446,128500.0
1447,228950.0
1448,138800.0
1449,75000.0
1450,137500.0
1451,142500.0
1452,84500.0
1453,129000.0
1454,129000.0
1455,75000.0
1456,140000.0
1457,160250.0
1458,228000.0
