,F0,F1,F2,F3,F4
128,2.3719,1.0277,1.6808,0.5591,1.4611
129,2.2464,2.2528,2.292,1.4149,3.1612
130,1.4502,1.0379,0.1555,2.8549,2.0476
131,1.8744,2.5669,2.6479,3.0512,3.1133
132,2.9664,0.6499,0.8886,1.8394,1.8697
133,0.1983,2.6812,0.8872,2.0842,0.5632
134,1.8656,0.9407,1.9536,1.0181,2.1468
135,1.532,2.1002,2.1173,0.1821,0.1561
136,2.2934,2.547,3.1793,0.6025,1.5134
137,1.7241,1.8906,2.8933,0.222,0.8883
138,3.0723,1.3133,2.4131,0.1174,0.8941
139,1.721,1.2665,1.053,0.9514,1.8811
140,2.9733,3.1968,2.8248,0.6566,2.8811
141,1.142,1.7075,2.6136,0.464,1.3775
142,0.6949,2.6225,2.0661,2.5883,1.8244
143,0.028,2.942,0.6439,1.8304,2.3751
144,2.1438,1.1897,1.2767,2.7032,1.808
145,2.5161,2.9825,0.9644,2.762,0.6276
146,0.1008,1.0926,1.4757,2.9918,3.0154
147,1.4492,2.928,0.7756,1.9723,1.196
148,1.1237,1.0044,2.3918,2.276,0.211
149,3.2086,2.5062,1.6227,0.834,3.2374
150,2.5123,0.8775,0.7619,2.5416,2.6553
151,2.9669,0.1784,2.1164,0.2299,2.4891
152,0.7411,0.8095,3.1519,1.1972,1.2125
153,2.4171,0.1636,2.6672,0.6868,0.2875
154,2.9968,0.4293,1.1765,1.1052,0.1059
155,3.1111,0.8825,0.4211,2.4135,3.0448
156,1.986,0.3358,2.8162,3.0589,3.0342
157,1.9302,3.2228,0.0988,0.2252,1.0208
158,0.3358,2.2134,2.1716,2.7195,2.2893
159,0.4618,0.0204,2.5445,2.7431,2.0654
160,2.1576,2.6039,1.0139,2.561,1.4936
161,2.3769,1.5409,3.2388,2.0389,1.0339
162,2.3879,3.1721,0.5166,1.8575,2.6318
163,0.7528,2.6497,1.9033,1.7559,3.1485
164,2.8899,2.9549,1.1616,1.4725,1.1013
165,1.524,2.1628,3.0232,0.3855,1.6697
166,0.7322,1.9829,1.2932,2.8706,1.3778
167,3.0865,3.0025,1.8615,1.6857,1.9356
168,0.5647,1.4278,2.8222,2.0652,1.9924
169,1.1758,2.0696,1.3275,1.35,1.9655
170,3.0648,0.1713,1.4476,0.5206,1.7372
171,1.3033,0.0377,1.8432,2.2514,2.0219
172,1.7095,2.4399,2.6643,0.9568,2.0126
173,3.0135,0.6589,3.0183,0.8164,2.481
174,2.108,0.358,1.6046,0.2413,1.5261
175,0.5062,0.2956,1.8757,0.1322,0.1472
176,1.1227,1.7685,0.7475,3.0247,0.8531
177,3.207,2.8039,0.2217,2.1698,1.3425
178,2.2724,1.6373,0.2696,2.7664,3.2416
179,2.8661,1.5008,2.6284,1.9598,2.9252
180,1.3681,0.158,2.3014,2.9611,2.9557
181,2.1806,2.6615,1.2383,1.6403,2.1664
182,2.4923,1.9201,3.1851,2.2731,3.2448
183,2.0276,2.7894,0.9457,1.6751,3.0229
184,1.5489,0.9514,1.8918,0.0058,2.8058
185,0.0443,0.6575,2.5247,0.2715,1.0925
186,0.7696,0.6858,1.9678,1.3197,2.6542
187,2.5015,2.2388,0.5344,0.8931,3.2628
188,1.2374,1.5787,2.4035,3.2582,1.7644
189,0.6248,1.2215,2.0433,3.1906,2.0805
190,0.7656,2.1436,0.668,3.2554,0.6254
191,1.7829,1.3604,1.763,0.1857,0.175
192,3.1761,1.838,0.0256,1.354,0.7338
193,1.1624,1.1004,1.5537,2.9041,1.4854
194,0.7806,2.42,1.7801,1.7627,2.7865
195,0.7323,0.1716,0.0607,0.6055,2.3653
196,1.6424,2.757,0.7766,1.3647,1.4246
197,0.4384,1.019,1.1216,2.3256,0.8964
198,1.1648,0.0931,0.8528,0.3002,2.2298
199,2.8966,2.5078,2.7503,2.3414,1.779
200,2.3521,2.5859,3.0318,2.5701,3.1175
201,2.3978,1.3664,2.2291,2.1674,2.3623
202,0.6706,0.583,2.81,2.4649,1.8739
203,2.7722,2.0832,2.0524,0.5074,2.7187
204,1.8137,3.0314,1.761,0.1319,1.4727
205,2.1585,1.569,3.1024,1.8493,2.3881
206,1.4056,1.291,0.9965,2.7626,2.8279
207,2.3296,1.7291,2.5672,1.002,0.4808
208,1.4978,2.7925,1.3659,2.2843,2.4948
209,0.2841,3.1496,2.6422,0.8172,1.0874
210,2.7277,0.086,0.8714,0.7269,1.3584
211,0.0945,0.2742,1.6521,0.7322,1.3624
212,1.1166,1.3368,1.0761,2.0588,2.5009
213,2.719,0.089,3.1236,0.271,0.2749
214,0.4641,0.9236,3.1499,2.34,1.0105
215,1.939,2.7714,1.3387,1.0148,2.1167
216,0.5063,3.0857,2.0528,1.847,2.9044
217,3.1122,2.3652,1.8383,2.0255,0.3307
218,1.2853,0.2143,2.1013,2.2017,0.5634
219,1.1514,1.6437,2.6363,1.7271,0.9487
220,0.2793,2.3492,0.1567,2.3292,0.8327
221,3.233,0.9197,1.1678,1.2268,2.3885
222,3.0831,3.0922,2.2788,2.154,0.4177
223,3.1533,0.8378,1.8843,2.4204,0.7278
224,1.2484,1.4374,0.425,1.642,1.4537
225,2.6672,1.8466,1.0447,2.4169,2.7428
226,0.3338,0.7719,1.2514,0.8233,1.1997
227,3.1121,1.0653,2.2595,0.5663,1.1412
228,2.6221,2.9684,0.8279,1.5096,2.8589
229,0.3912,2.0082,0.0146,3.2389,2.4099
230,1.3397,0.7434,0.6003,3.2332,1.1379
231,1.647,1.8386,1.1164,0.0434,2.7264
232,2.2476,2.5844,1.0114,0.6773,2.6552
233,1.6716,1.1058,1.6235,1.4899,2.3537
234,1.6433,1.6715,2.5771,1.3357,2.0404
235,2.9215,0.6381,2.3141,0.3722,3.1202
236,2.1789,1.7393,3.2571,1.8621,0.0516
237,0.7979,1.0521,3.1923,2.5833,0.7594
238,2.0885,1.4729,2.258,0.8272,0.9363
239,1.6772,2.3208,1.0992,2.7439,1.9104
240,3.1857,1.2345,2.3829,2.7286,3.2706
241,1.9076,2.4771,3.0229,1.2066,2.1853
242,2.7148,2.5251,1.4059,2.4989,0.1497
243,1.8065,2.7234,0.5284,0.075,0.9811
244,1.31,1.7184,0.6295,0.3819,2.9618
245,2.5389,1.6431,3.0995,2.7102,2.5486
246,1.9764,0.9022,1.4433,0.3807,3.037
247,0.9284,2.1661,0.4474,0.2393,0.3528
248,2.8551,1.318,1.6573,2.8233,0.0939
249,2.1681,0.8771,0.7296,2.307,2.3731
250,1.2862,2.234,1.7501,3.2326,1.9424
251,3.2273,2.9821,1.6258,0.5571,2.6242
252,2.1006,0.2345,0.0374,1.4945,3.1255
253,2.9643,3.0277,1.8949,0.7275,2.4248
254,1.7779,1.9297,0.0086,0.7399,0.9685
255,1.5711,0.9038,2.1086,2.0166,3.0773
256,0.3873,2.4709,2.2822,3.2138,1.0102
257,2.763,3.0562,0.6047,0.6222,1.3949
258,3.1147,1.8567,1.1515,2.2073,1.4747
259,0.9994,3.0717,2.17,0.9663,1.4923
260,1.0356,1.5859,0.7715,0.2622,0.508
261,3.1935,2.9737,2.8957,0.0983,2.1845
262,1.071,1.2137,2.1421,0.2968,2.7294
263,1.6609,0.5787,1.4846,0.8783,2.9025
264,3.0353,2.9017,2.1561,3.1386,0.0101
265,0.1943,0.9742,0.4517,3.0489,0.5767
266,0.2677,0.9217,1.741,0.7108,1.3342
267,0.1831,0.4063,1.6235,1.5834,0.7368
268,0.0595,0.2468,2.1032,1.6353,1.4551
269,2.7907,0.6378,1.9758,0.401,2.1711
270,2.7424,1.87,2.4898,3.1329,2.5264
271,2.9204,2.0643,0.7677,2.0234,1.3318
272,1.1882,2.2593,1.4115,1.6888,1.3565
273,1.4918,0.8824,1.0757,0.9253,2.0444
274,1.8432,0.2954,1.6363,2.239,0.7611
275,1.9284,0.8549,0.3003,0.1354,1.3397
276,1.2508,0.1188,1.2369,0.3817,0.2616
277,0.994,2.7095,1.9018,0.1961,2.5042
278,1.1092,3.2321,0.4911,2.2256,1.6637
279,2.138,1.3765,0.3391,2.9773,3.2289
280,2.368,1.2228,0.3662,0.6753,1.1519
281,2.5047,3.2524,0.9586,2.3898,0.1223
282,2.4302,1.7722,2.7251,2.2559,0.1542
283,1.4266,1.9467,0.5943,1.2167,0.0652
284,1.498,1.0138,1.0921,0.338,0.0605
285,1.2203,0.0639,0.4549,3.171,1.0311
286,2.8084,0.4416,1.608,1.9765,3.2186
287,2.2268,2.3712,3.2742,3.0129,1.6619
288,2.967,1.0919,0.7525,0.9431,1.6751
289,2.2372,2.3676,0.7648,2.4799,2.2226
290,2.9986,1.111,2.0627,0.8908,2.2994
291,2.247,2.293,1.6546,2.772,0.5192
292,0.2812,1.5213,1.7018,0.8931,0.9449
293,2.4645,0.1202,1.4898,1.3453,1.1099
294,1.8117,0.4224,2.1695,1.4175,0.1625
295,0.3463,3.2275,0.1877,2.7404,2.0705
296,2.5838,0.1011,0.3924,1.9606,2.7792
297,0.8008,2.2965,1.2928,2.3835,0.5833
298,2.2975,0.7335,2.932,2.5294,0.4913
299,1.181,1.1769,0.6142,2.2403,1.2709
300,0.9017,1.8756,1.4417,3.1315,1.1968
301,0.5275,0.2173,3.0563,0.8767,3.0072
302,0.3144,1.8103,0.4311,0.3548,2.8045
303,2.2383,2.5917,3.2304,0.4213,0.5564
304,1.9756,2.8398,0.9796,1.4111,3.1205
305,0.6431,0.0999,1.4278,2.4756,2.9878
306,1.3609,2.7602,2.9643,2.2962,2.6999
307,2.5786,1.4205,0.3728,2.6991,0.3582
308,1.8797,0.2693,1.535,2.8708,1.7924
309,2.3529,0.3121,1.9051,1.9897,1.8505
310,0.1345,1.0973,1.0804,2.2364,0.6986
311,0.5184,2.4444,1.4425,1.3891,1.4968
312,1.0099,0.1823,2.7554,1.3361,1.3873
313,1.2228,1.8048,2.647,1.909,1.2262
314,1.4594,2.048,1.9224,2.0297,0.031
315,3.1927,2.4224,0.9945,2.6244,3.0701
316,1.4603,2.2744,0.7287,0.0822,1.0776
317,1.0411,2.5692,1.2703,1.8437,1.9641
318,0.6643,2.052,0.0817,0.6349,3.1937
319,2.1189,1.1377,1.3043,1.2556,2.3889
320,3.1701,1.6462,2.46,1.1721,0.8054
321,0.2384,2.3344,0.4178,1.4812,1.8146
322,2.0525,2.1638,2.9291,0.0417,0.7234
323,3.239,3.0238,0.9373,2.0344,0.2381
324,2.119,0.7716,3.0749,1.7574,2.5503
325,0.0154,1.1213,2.2671,0.6759,1.7139
326,0.0992,2.2031,2.2888,1.776,1.3414
327,0.0265,2.8153,1.7506,1.8857,1.632
328,0.4005,2.2145,1.1153,0.6184,0.5369
329,1.4113,1.4822,1.8108,3.2249,1.0101
330,2.0174,1.8685,0.5885,0.5385,1.8862
331,1.0705,1.1,1.5583,2.0803,2.233
332,1.9601,1.7551,2.7764,1.8388,2.9821
333,1.1442,1.3203,1.8449,1.3928,1.2899
334,3.2205,2.2603,3.0132,1.1905,1.8925
335,0.7254,0.6197,1.9528,1.1568,3.0337
336,0.5496,1.5871,1.9769,2.5037,0.1851
337,2.6064,0.2256,0.5145,0.1679,2.4236
338,0.8775,1.2602,1.8762,0.104,0.558
339,0.9603,2.9804,1.789,1.3596,0.8718
340,2.4991,0.9858,1.7991,0.4703,0.2004
341,2.6926,2.9437,0.5686,2.6062,0.6579
342,2.9627,2.4272,2.3601,2.9666,2.3111
343,2.4888,2.4962,2.548,2.38,0.6543
344,2.3838,0.4943,1.9321,2.5462,1.024
345,0.3384,0.3166,1.0011,2.1382,1.864
346,0.0316,1.3654,1.1533,0.3974,1.4895
347,1.2231,0.1018,2.6409,2.0601,0.1381
348,0.0611,3.2418,1.2704,0.3109,0.8712
349,0.5514,3.0619,0.5713,1.5008,0.7886
350,1.3038,1.9927,3.1801,2.9552,1.8345
351,3.1609,1.2928,0.3142,0.7832,2.9733
352,0.0941,0.2873,2.5598,2.0514,0.6731
353,0.8309,0.5951,0.0949,2.5861,1.6749
354,0.7054,0.4518,1.0561,1.1896,1.9884
355,1.9977,1.3664,1.8806,2.9969,1.0265
356,0.1168,2.2487,2.7083,2.8487,2.0667
357,2.5727,2.1818,0.2294,3.2549,1.6095
358,0.6633,2.1975,2.468,1.4682,2.7012
359,1.3862,0.5646,2.506,2.7623,1.3502
360,0.9078,2.5283,1.5282,0.9489,0.8798
361,1.5841,3.1329,1.3082,1.1123,2.1325
362,1.9042,0.1731,0.6177,3.2311,2.9779
363,3.1987,3.2414,1.8125,2.4796,2.7718
364,2.1274,3.2072,2.6963,1.437,2.3248
365,0.3081,0.5611,1.9448,0.9701,3.2338
366,1.8543,2.5478,2.4216,2.8689,1.5501
367,1.1144,1.057,1.8693,2.534,0.7445
368,0.1036,2.0276,0.3776,0.6593,2.195
369,2.4343,2.994,2.9629,3.0583,2.6748
370,1.6411,1.8818,3.0504,1.2881,0.3962
371,2.4688,2.4562,0.6769,1.1793,0.8006
372,0.773,2.7227,0.6658,0.5463,2.8778
373,3.0051,1.0748,0.2665,1.4758,0.6352
374,2.0355,0.406,1.8404,2.0546,0.479
375,2.9994,0.2965,0.8077,1.387,1.2837
376,1.9011,2.8179,2.4724,0.4082,1.9244
377,0.2291,0.9318,2.6961,2.7127,3.1301
378,1.4426,2.9436,0.5905,0.1172,2.8082
379,2.9611,2.1467,0.4325,1.719,1.0676
380,0.2893,1.5032,0.1252,2.2467,2.3277
381,2.7911,2.2524,2.7805,1.9823,1.2614
382,2.4936,0.4111,0.6312,0.4316,1.7202
383,2.3513,2.0109,2.7805,0.7187,2.7689
384,1.0286,1.3608,1.1223,0.0929,1.9116
385,3.1632,2.98,1.9657,2.5627,1.6691
386,1.0245,2.8807,1.9415,0.949,3.1438
387,1.4607,1.6153,1.4316,1.7107,1.6237
388,2.5884,0.6726,0.058,2.5222,1.1515
389,2.117,1.145,1.847,2.7784,0.0478
390,0.0416,0.9623,1.0367,2.2288,2.3156
391,0.195,2.6128,0.4251,1.626,2.6268
392,0.3359,2.5209,0.4726,3.1504,3.2129
393,2.516,0.3814,0.7257,3.0538,2.5872
394,2.7964,2.9625,0.7349,1.0775,2.8642
395,2.7208,2.4746,0.372,3.1758,0.3977
396,1.9348,1.3612,2.7053,0.6911,2.9304
397,1.8782,2.7461,2.044,0.2679,0.3076
398,1.3551,0.3626,2.3107,0.9803,1.8991
399,1.2228,0.6207,2.9991,1.2183,0.4153
400,2.193,2.7725,0.3483,3.0395,0.7726
401,0.095,1.9474,1.9314,2.1802,1.1496
402,3.2612,2.5195,2.9734,0.0051,0.0833
403,1.0303,1.6845,1.3566,2.3054,2.9797
404,2.5575,1.0192,1.6873,2.2733,2.471
405,2.6438,3.1981,1.735,2.9443,1.8529
406,1.2632,2.9632,1.9471,2.054,0.6486
407,1.916,2.8023,1.5654,2.0387,2.3291
408,3.165,2.8972,0.7601,2.4931,1.0357
409,2.911,0.8793,2.9384,1.6292,1.2038
410,0.7967,1.8099,2.0452,2.3094,0.6269
411,1.1041,0.973,0.7375,2.1579,0.9115
412,0.2183,2.8379,2.8932,2.1967,0.1416
413,2.6085,2.4895,0.8514,1.4899,2.2242
414,0.3614,2.3695,0.1855,2.5811,0.5148
415,1.6035,0.828,2.9882,1.8239,2.7676
416,1.7945,1.0204,3.1332,0.0007,0.2395
417,1.4691,0.5739,0.0079,3.0941,0.0244
418,0.1616,1.6103,2.8908,0.8493,2.8778
419,2.9273,3.1495,1.4527,2.4188,2.4071
420,3.1017,2.2322,2.7721,0.7716,3.1009
421,2.0981,0.7692,2.1216,1.1343,1.1953
422,2.9635,0.6927,1.2397,0.8767,3.1732
423,0.4145,0.3521,1.6711,2.925,1.9481
424,3.1074,2.0324,1.7054,2.5061,2.0257
425,0.4886,1.1062,2.6425,1.3117,2.6494
426,0.6171,2.8064,0.2936,2.5705,2.2811
427,2.984,1.8652,1.1473,2.2679,0.8131
428,0.2751,2.8156,2.669,0.0043,0.3125
429,1.5219,1.213,2.469,1.5837,2.0025
430,1.9468,1.5862,1.4197,2.5839,1.4226
431,0.5069,0.9425,0.4463,2.0675,0.5804
432,0.1809,0.7947,1.1401,2.0604,2.2859
433,0.4717,2.097,2.0472,0.0362,0.1711
434,0.4322,2.706,3.0466,1.8808,2.4034
435,2.0403,0.8639,3.2328,3.2468,2.0523
436,2.2396,2.8834,0.2235,3.1874,3.095
437,2.6009,3.0608,0.7948,3.1652,2.7429
438,2.9178,0.006,0.1905,0.6033,0.0743
439,0.7425,2.2247,1.9733,3.049,1.0959
440,1.5865,1.3913,1.3714,1.6268,0.2204
441,2.208,2.303,1.8497,1.7997,0.4562
442,1.3896,1.1833,2.4135,3.1785,3.0546
443,3.0955,0.4655,1.7318,2.2953,2.9145
444,2.8372,1.5561,0.4287,1.3834,0.476
445,3.0433,1.2069,2.4832,3.1403,0.8801
446,2.5041,1.4616,1.4013,0.898,0.7976
447,1.1929,0.1954,0.1373,3.222,2.3231
448,3.1276,0.3347,2.1092,1.5635,2.8439
449,1.4509,2.484,2.9446,0.9483,3.1601
450,0.1841,0.2696,2.8481,0.7819,1.5167
451,2.7813,0.4332,2.1679,1.1726,2.1161
452,0.14,1.6473,0.476,2.5056,3.0188
453,1.0504,2.1744,0.9698,1.849,1.0262
454,2.69,1.9456,1.4067,2.4233,0.071
455,1.0912,3.1968,0.9385,2.9153,0.7157
456,2.1758,2.541,0.7912,2.4912,3.2766
457,3.2524,1.7168,1.4458,2.894,0.956
458,2.7583,0.4663,0.2858,1.4573,0.326
459,2.4203,2.8404,3.1335,2.7705,1.5285
460,0.9564,2.7001,0.8147,1.418,1.4535
461,3.0983,0.768,1.9077,2.2999,3.0641
462,2.215,0.6315,0.1263,3.2701,0.2422
463,0.0608,2.0162,0.7836,1.7472,1.4126
464,2.1762,1.2589,0.3659,1.6067,1.6342
465,0.2554,0.2621,3.0224,0.767,0.4242
466,2.5941,0.3357,3.0334,1.0719,1.9483
467,2.7017,1.8311,0.7951,0.8738,0.8537
468,2.3987,0.5776,3.1032,2.4629,0.6732
469,2.2299,2.6021,1.4587,3.2073,0.0988
470,1.0794,2.7409,2.2731,0.256,0.9257
471,2.6213,2.2437,0.8217,1.4928,3.0819
472,0.769,0.5977,0.6903,2.1034,2.9792
473,0.1362,2.4317,1.1899,1.221,0.3433
474,1.6023,2.6448,0.2297,0.5679,0.1776
475,1.6328,2.8707,3.2298,2.6879,2.1295
476,2.9425,0.1604,1.6085,2.6674,1.3021
477,2.2205,0.7532,0.6296,1.8584,2.6243
478,1.773,2.7496,2.1986,1.6224,0.2324
479,3.033,0.9258,1.6196,2.3976,2.4272
480,0.8489,2.0111,3.0359,2.9316,2.1664
481,0.619,3.072,1.4766,1.0853,2.7497
482,1.5207,0.8489,2.3956,2.2763,1.0254
483,2.3221,2.6759,2.1629,2.2152,1.1282
484,0.3783,1.8301,0.8179,1.1642,0.9245
485,2.4233,1.5654,3.2238,0.2569,0.4303
486,0.6738,0.3624,1.5056,0.4109,2.5513
487,2.9098,2.539,1.1135,2.7679,1.9697
488,1.9636,0.6102,1.487,1.6657,1.4553
489,0.5353,0.2612,2.9916,0.0631,1.0589
490,1.8664,1.619,0.0651,2.954,1.0119
491,1.1002,1.9123,0.4106,2.7827,1.6926
492,2.8714,1.0594,0.2846,2.0588,1.8671
493,2.2747,1.3025,0.6865,1.4373,3.1533
494,2.3838,0.1032,0.4463,0.2677,0.1179
495,2.6175,2.1969,2.3918,1.838,1.4463
496,1.5419,1.1379,0.5535,0.648,1.9086
497,1.0527,1.4537,2.9305,0.3215,0.9551
498,1.1646,1.495,1.0586,3.204,1.5022
499,1.8562,1.5077,0.0019,0.2488,0.5805
500,0.6988,1.1098,2.4097,0.9127,2.5975
501,2.5228,2.1228,2.8244,2.5011,2.1831
502,1.2966,1.075,2.4283,1.9273,0.4573
503,2.5029,1.6242,1.8163,2.6375,2.3158
504,2.6772,1.1759,0.0158,0.0254,1.3441
505,0.3498,0.1326,1.0806,2.8051,1.9595
506,1.4539,2.86,2.2202,0.5126,0.1048
507,0.8825,2.2429,0.1308,2.2541,1.8011
508,0.2464,2.7916,0.5638,0.7177,2.2295
509,3.18,1.8391,2.9897,0.7608,1.3832
510,2.488,3.1041,2.1359,2.8022,1.3986
511,0.8454,2.1936,0.0817,1.7509,2.4337
512,2.248,0.5648,2.7069,0.6173,2.1175
513,1.399,1.6146,1.0504,0.2732,1.9356
514,2.9618,0.4235,0.4775,1.947,1.7301
515,1.2104,1.0649,1.6616,1.5978,1.4594
516,2.3,0.7774,3.2537,1.6563,1.7522
517,1.4746,0.0623,2.2467,3.1613,1.9355
518,0.0062,3.0537,3.1428,3.1275,2.1342
519,1.6399,1.2393,0.1676,2.0158,0.5579
520,1.9778,0.9949,2.6343,0.2281,2.5201
521,0.0877,2.9795,1.6672,3.1039,1.5949
522,2.0566,0.4725,0.6236,0.8077,0.1595
523,0.7324,0.508,1.8042,2.0421,2.0926
524,3.2745,2.8536,2.5829,0.6914,1.982
525,2.9101,1.0692,0.7703,2.932,0.2924
526,1.0386,0.9677,2.7576,2.2744,1.1714
