,PP01,PS01,RH01,TX01,WD01,WD02,hour,year,dayc
151,0.0,1018.6,85,15.8,0.7,157.5,7,1985,7
152,0.0,1019.0,86,16.0,1.0,247.5,8,1985,7
153,0.0,1019.4,83,16.9,0.0,0.0,9,1985,7
154,0.0,1019.0,75,18.7,0.5,247.5,10,1985,7
155,0.0,1017.6,72,19.0,0.8,157.5,11,1985,7
156,0.0,1016.0,65,20.8,0.5,315.0,12,1985,7
157,0.0,1016.0,70,20.5,1.2,315.0,13,1985,7
158,0.0,1016.2,73,19.9,0.7,247.5,14,1985,7
159,0.0,1016.3,72,19.9,0.3,292.5,15,1985,7
160,0.0,1017.1,78,19.0,1.8,337.5,16,1985,7
161,0.0,1017.5,85,18.1,0.7,315.0,17,1985,7
162,0.0,1018.6,85,16.9,1.7,315.0,18,1985,7
163,0.0,1019.4,83,16.9,0.8,337.5,19,1985,7
164,0.0,1019.9,86,16.3,2.2,202.5,20,1985,7
165,0.0,1020.0,82,16.1,2.0,112.5,21,1985,7
166,0.0,1020.1,81,16.0,1.3,67.5,22,1985,7
167,0.0,1020.2,84,15.9,0.7,67.5,23,1985,7
168,0.0,1020.0,84,15.7,1.0,270.0,0,1985,8
169,0.2,1020.7,91,15.1,1.0,247.5,1,1985,8
170,0.1,1020.2,92,15.1,0.3,247.5,2,1985,8
171,0.0,1019.9,88,15.1,1.7,45.0,3,1985,8
172,0.0,1019.6,88,15.1,0.7,45.0,4,1985,8
173,0.0,1020.2,87,15.1,1.0,90.0,5,1985,8
174,0.0,1020.6,88,15.0,2.0,67.5,6,1985,8
175,0.2,1020.8,91,14.4,1.8,90.0,7,1985,8
176,0.0,1021.9,90,14.7,1.3,67.5,8,1985,8
177,0.0,1022.7,88,14.6,2.2,67.5,9,1985,8
178,0.5,1022.4,90,14.6,2.8,112.5,10,1985,8
179,0.0,1021.6,87,15.2,2.7,112.5,11,1985,8
180,0.0,1020.8,82,15.5,3.7,90.0,12,1985,8
181,0.0,1019.9,82,15.3,4.0,67.5,13,1985,8
182,0.0,1019.5,85,15.2,4.2,67.5,14,1985,8
183,0.0,1019.1,86,15.1,3.5,67.5,15,1985,8
184,0.0,1019.3,83,15.0,3.7,90.0,16,1985,8
185,0.0,1019.7,85,14.7,3.7,67.5,17,1985,8
186,0.0,1020.5,85,14.4,3.8,90.0,18,1985,8
187,0.0,1021.1,86,14.2,4.3,67.5,19,1985,8
188,0.0,1021.2,88,14.0,3.5,90.0,20,1985,8
189,0.0,1021.2,90,13.6,3.2,90.0,21,1985,8
190,0.0,1021.0,90,13.7,2.7,112.5,22,1985,8
191,0.0,1020.8,94,13.7,2.5,112.5,23,1985,8
192,0.2,1020.4,95,13.7,1.7,112.5,0,1985,9
193,0.1,1020.3,95,13.7,2.2,90.0,1,1985,9
194,0.3,1020.2,96,13.7,2.5,90.0,2,1985,9
195,0.2,1019.7,96,13.7,1.7,90.0,3,1985,9
196,0.6,1019.9,96,13.7,2.0,90.0,4,1985,9
197,0.0,1019.8,96,13.9,0.2,0.0,5,1985,9
198,1.0,1020.4,96,13.9,0.5,90.0,6,1985,9
199,2.5,1021.2,96,13.9,0.0,0.0,7,1985,9
200,1.5,1020.8,96,14.0,1.5,112.5,8,1985,9
201,0.1,1021.6,94,14.2,1.0,112.5,9,1985,9
202,0.0,1021.1,95,14.2,2.0,112.5,10,1985,9
203,0.0,1019.7,94,15.0,1.8,67.5,11,1985,9
204,0.0,1018.6,92,15.3,1.8,112.5,12,1985,9
205,0.0,1017.5,91,15.4,2.2,67.5,13,1985,9
206,0.0,1017.2,88,15.8,2.3,112.5,14,1985,9
207,0.0,1016.9,91,15.3,2.7,112.5,15,1985,9
208,0.0,1017.2,92,15.2,2.5,112.5,16,1985,9
209,0.0,1017.2,93,15.1,1.7,112.5,17,1985,9
210,0.0,1017.3,93,15.0,3.0,90.0,18,1985,9
211,0.0,1017.8,91,15.0,2.5,90.0,19,1985,9
212,0.0,1018.1,93,14.9,2.3,90.0,20,1985,9
213,0.0,1018.3,92,14.8,1.8,90.0,21,1985,9
214,0.0,1018.0,92,14.8,0.8,90.0,22,1985,9
215,0.0,1018.1,92,14.8,1.3,90.0,23,1985,9
216,0.3,1017.7,93,14.6,1.0,90.0,0,1985,10
217,0.8,1017.7,94,14.2,1.0,135.0,1,1985,10
218,3.0,1018.3,96,14.0,0.3,22.5,2,1985,10
219,2.0,1018.7,94,13.0,0.7,135.0,3,1985,10
220,1.5,1019.5,92,12.3,0.7,360.0,4,1985,10
221,0.7,1019.8,92,11.7,0.8,135.0,5,1985,10
222,0.5,1020.3,90,11.6,0.8,180.0,6,1985,10
223,1.0,1019.8,94,11.2,0.8,90.0,7,1985,10
224,1.5,1020.3,95,11.4,1.2,135.0,8,1985,10
225,0.1,1020.6,95,11.5,0.2,0.0,9,1985,10
226,0.0,1019.8,93,11.9,0.7,67.5,10,1985,10
227,0.0,1019.1,90,12.0,1.2,112.5,11,1985,10
228,0.0,1018.5,89,12.2,0.8,157.5,12,1985,10
229,0.2,1017.8,93,12.0,0.5,157.5,13,1985,10
230,0.5,1017.0,89,12.0,1.8,90.0,14,1985,10
231,0.1,1016.9,88,12.0,1.2,112.5,15,1985,10
232,0.0,1016.8,88,12.0,1.7,90.0,16,1985,10
233,0.0,1017.3,89,11.9,2.0,135.0,17,1985,10
234,0.0,1017.6,92,12.0,1.7,112.5,18,1985,10
235,0.1,1017.7,94,12.0,1.8,90.0,19,1985,10
236,0.1,1017.9,94,12.0,1.7,90.0,20,1985,10
237,0.0,1017.7,94,12.1,0.8,112.5,21,1985,10
238,0.1,1017.1,95,12.1,0.8,112.5,22,1985,10
239,0.2,1016.7,94,12.3,0.0,0.0,23,1985,10
240,2.0,1016.7,95,12.0,1.0,270.0,0,1985,11
241,1.5,1016.7,97,12.0,0.8,247.5,1,1985,11
242,0.0,1016.7,97,12.0,1.0,225.0,2,1985,11
243,0.5,1016.8,99,11.9,0.8,270.0,3,1985,11
244,0.5,1016.8,99,12.0,0.3,247.5,4,1985,11
245,0.0,1017.0,99,12.0,0.0,0.0,5,1985,11
246,0.5,1016.9,99,11.9,0.7,247.5,6,1985,11
247,0.0,1017.3,98,12.0,1.0,225.0,7,1985,11
248,0.0,1017.7,97,12.0,0.8,247.5,8,1985,11
249,0.0,1018.0,96,12.1,1.3,157.5,9,1985,11
250,0.0,1018.0,92,12.5,1.3,135.0,10,1985,11
251,0.0,1017.3,89,12.9,1.2,135.0,11,1985,11
252,0.0,1016.3,88,13.2,2.0,135.0,12,1985,11
253,0.0,1015.3,83,13.9,1.7,112.5,13,1985,11
254,0.0,1014.9,84,13.9,1.8,135.0,14,1985,11
255,0.0,1014.5,83,13.9,1.5,135.0,15,1985,11
256,0.0,1015.1,84,13.8,2.2,135.0,16,1985,11
257,0.0,1015.5,88,13.4,2.2,112.5,17,1985,11
258,0.0,1016.3,88,13.6,2.2,112.5,18,1985,11
259,0.0,1016.7,90,13.7,0.8,112.5,19,1985,11
260,0.0,1017.2,91,13.8,0.7,112.5,20,1985,11
261,0.0,1017.3,92,13.9,0.7,90.0,21,1985,11
262,0.0,1017.3,93,14.0,1.3,135.0,22,1985,11
263,0.0,1017.0,95,14.0,0.7,90.0,23,1985,11
264,0.0,1017.0,95,14.0,0.5,112.5,0,1985,12
265,0.0,1017.4,93,13.8,0.3,247.5,1,1985,12
266,0.0,1017.6,96,13.6,1.5,247.5,2,1985,12
267,0.0,1017.4,97,13.5,0.5,247.5,3,1985,12
268,0.1,1017.4,94,13.6,0.3,270.0,4,1985,12
269,0.1,1017.7,94,13.5,1.0,180.0,5,1985,12
270,0.1,1017.6,94,13.2,2.5,135.0,6,1985,12
271,0.1,1018.3,93,13.4,1.5,112.5,7,1985,12
272,0.0,1018.9,92,13.9,1.7,90.0,8,1985,12
273,0.0,1019.0,90,14.4,1.5,90.0,9,1985,12
274,0.0,1018.5,87,15.1,1.7,90.0,10,1985,12
275,0.0,1018.1,85,15.5,1.7,90.0,11,1985,12
276,0.0,1017.5,82,15.8,2.0,90.0,12,1985,12
277,0.0,1017.0,81,16.0,2.7,90.0,13,1985,12
278,0.0,1016.2,79,15.9,2.3,90.0,14,1985,12
279,0.0,1016.1,81,15.5,2.2,90.0,15,1985,12
280,0.0,1017.0,79,15.5,1.8,112.5,16,1985,12
281,0.0,1017.7,81,15.3,2.3,90.0,17,1985,12
282,0.0,1018.3,83,15.0,1.8,67.5,18,1985,12
283,0.0,1018.9,81,15.1,1.8,90.0,19,1985,12
284,0.0,1019.8,82,15.0,0.7,112.5,20,1985,12
285,0.0,1019.8,82,14.3,3.2,90.0,21,1985,12
286,0.0,1020.3,82,14.3,3.5,22.5,22,1985,12
287,0.0,1021.1,80,14.0,3.5,67.5,23,1985,12
288,0.0,1021.2,78,13.7,1.3,22.5,0,1985,13
289,0.0,1022.1,78,13.1,4.0,90.0,1,1985,13
290,0.0,1022.3,81,12.6,3.5,22.5,2,1985,13
291,0.0,1022.4,85,12.0,0.0,0.0,3,1985,13
292,0.0,1022.6,88,11.9,0.3,337.5,4,1985,13
293,0.4,1022.9,89,11.4,0.2,0.0,5,1985,13
294,0.1,1023.7,87,11.2,0.5,202.5,6,1985,13
295,0.0,1024.2,88,11.2,0.5,202.5,7,1985,13
296,0.0,1024.4,83,11.8,0.8,157.5,8,1985,13
297,0.0,1025.0,86,11.8,0.5,225.0,9,1985,13
298,0.0,1025.0,88,11.9,0.8,180.0,10,1985,13
299,0.0,1024.8,88,11.9,1.2,180.0,11,1985,13
300,0.0,1023.8,90,11.8,0.7,247.5,12,1985,13
301,0.0,1022.9,88,11.9,0.7,180.0,13,1985,13
302,0.0,1022.6,90,11.9,0.7,157.5,14,1985,13
303,0.0,1022.9,85,12.3,2.0,67.5,15,1985,13
304,0.0,1023.0,73,12.6,2.8,67.5,16,1985,13
305,0.0,1023.5,69,12.8,3.7,90.0,17,1985,13
306,0.0,1023.9,69,12.8,3.7,67.5,18,1985,13
307,0.0,1024.2,64,12.9,3.7,67.5,19,1985,13
308,0.0,1024.8,62,12.9,2.3,112.5,20,1985,13
309,0.0,1025.1,66,12.8,2.8,112.5,21,1985,13
310,0.0,1025.0,67,12.9,2.2,67.5,22,1985,13
311,0.0,1024.4,63,12.9,2.8,90.0,23,1985,13
312,0.0,1024.8,66,12.9,1.8,112.5,0,1985,14
313,0.0,1024.6,66,12.9,1.8,112.5,1,1985,14
314,0.0,1024.4,66,12.9,3.7,112.5,2,1985,14
315,0.0,1024.6,66,12.8,2.2,112.5,3,1985,14
316,0.0,1024.7,65,12.8,1.5,90.0,4,1985,14
317,0.0,1025.0,66,12.8,1.5,90.0,5,1985,14
318,0.0,1024.9,70,12.3,2.3,90.0,6,1985,14
319,0.0,1025.7,71,12.1,2.7,90.0,7,1985,14
320,0.0,1025.7,72,12.0,2.7,90.0,8,1985,14
321,0.0,1026.4,72,12.1,2.7,67.5,9,1985,14
322,0.1,1026.4,76,11.9,3.2,67.5,10,1985,14
323,0.0,1026.1,77,11.9,2.5,112.5,11,1985,14
324,0.0,1025.0,72,12.0,2.3,67.5,12,1985,14
325,0.0,1023.7,76,12.0,2.5,67.5,13,1985,14
326,0.0,1023.4,71,12.0,3.3,67.5,14,1985,14
327,0.0,1023.7,76,11.7,3.3,90.0,15,1985,14
328,0.0,1023.9,85,11.1,3.8,67.5,16,1985,14
329,0.0,1024.0,87,11.0,2.7,112.5,17,1985,14
330,0.0,1024.9,86,10.8,3.3,90.0,18,1985,14
331,0.0,1025.0,90,10.1,2.8,90.0,19,1985,14
332,0.0,1025.3,88,10.0,3.0,90.0,20,1985,14
333,0.0,1025.1,91,10.1,2.0,90.0,21,1985,14
334,0.0,1025.1,89,10.2,1.7,90.0,22,1985,14
335,0.0,1024.4,88,10.7,2.2,112.5,23,1985,14
336,0.0,1024.2,90,10.6,1.8,135.0,0,1985,15
337,0.0,1024.0,90,10.6,1.3,135.0,1,1985,15
338,0.0,1023.5,88,10.9,1.5,135.0,2,1985,15
339,0.0,1023.2,88,11.0,1.2,90.0,3,1985,15
340,0.3,1022.7,94,10.9,0.3,90.0,4,1985,15
341,0.0,1022.1,93,11.0,0.7,135.0,5,1985,15
342,0.0,1022.1,92,11.0,0.7,135.0,6,1985,15
343,0.0,1022.6,92,11.1,1.0,67.5,7,1985,15
344,0.0,1022.7,89,11.9,0.8,112.5,8,1985,15
345,0.0,1022.7,85,13.2,0.8,112.5,9,1985,15
346,0.0,1022.0,72,15.3,3.2,112.5,10,1985,15
347,0.0,1021.7,65,16.6,2.5,90.0,11,1985,15
348,0.0,1020.5,66,17.0,4.0,67.5,12,1985,15
349,0.0,1019.5,65,17.0,3.5,112.5,13,1985,15
350,0.0,1019.0,67,16.8,3.3,112.5,14,1985,15
351,0.0,1019.0,67,16.6,3.2,90.0,15,1985,15
352,0.0,1018.9,69,16.3,2.2,112.5,16,1985,15
353,0.0,1019.0,72,15.7,3.0,90.0,17,1985,15
354,0.0,1019.3,75,15.3,2.3,90.0,18,1985,15
355,0.0,1020.0,78,14.7,3.0,90.0,19,1985,15
356,0.0,1020.7,80,14.3,1.2,90.0,20,1985,15
357,0.0,1020.6,78,14.6,2.5,135.0,21,1985,15
358,0.0,1020.6,78,14.8,1.0,112.5,22,1985,15
359,0.0,1020.6,77,15.1,1.7,90.0,23,1985,15
360,0.0,1020.0,76,15.2,1.3,112.5,0,1985,16
361,0.0,1019.7,80,15.2,1.8,135.0,1,1985,16
362,0.0,1019.1,83,14.9,1.0,157.5,2,1985,16
363,0.0,1018.7,84,15.0,1.3,157.5,3,1985,16
364,0.0,1018.6,87,14.4,2.3,67.5,4,1985,16
365,0.0,1018.9,88,15.1,2.5,90.0,5,1985,16
366,0.0,1019.1,85,14.8,0.8,247.5,6,1985,16
367,0.0,1019.6,83,13.8,1.8,180.0,7,1985,16
368,0.0,1020.4,82,14.9,0.7,202.5,8,1985,16
369,0.0,1020.7,85,16.3,1.3,112.5,9,1985,16
370,0.0,1020.7,80,17.6,2.2,90.0,10,1985,16
371,0.0,1019.9,77,18.0,3.3,90.0,11,1985,16
372,0.0,1018.8,75,18.8,3.7,67.5,12,1985,16
373,0.0,1017.9,74,19.0,4.0,90.0,13,1985,16
374,0.0,1017.1,75,18.7,4.7,67.5,14,1985,16
375,0.0,1017.0,76,18.4,4.8,67.5,15,1985,16
376,0.0,1017.1,77,18.0,5.0,90.0,16,1985,16
377,0.0,1017.5,80,17.5,4.5,90.0,17,1985,16
378,0.0,1017.8,82,17.1,2.8,90.0,18,1985,16
379,0.0,1018.1,82,17.1,2.3,90.0,19,1985,16
380,0.0,1018.4,87,17.1,3.3,90.0,20,1985,16
381,0.0,1018.6,87,17.1,3.2,90.0,21,1985,16
382,0.0,1018.5,87,17.2,3.0,90.0,22,1985,16
383,0.0,1018.6,87,17.2,2.0,90.0,23,1985,16
384,0.0,1018.0,90,17.2,2.3,90.0,0,1985,17
385,0.0,1017.9,91,17.1,2.0,90.0,1,1985,17
386,0.0,1017.9,93,17.0,0.8,135.0,2,1985,17
387,0.0,1017.8,93,17.0,0.8,135.0,3,1985,17
388,0.0,1016.9,91,17.0,2.0,135.0,4,1985,17
389,0.0,1016.7,89,17.1,1.7,135.0,5,1985,17
390,0.0,1016.8,89,16.9,0.8,90.0,6,1985,17
391,0.0,1017.2,88,16.0,2.3,180.0,7,1985,17
392,0.0,1017.5,90,16.3,1.0,180.0,8,1985,17
393,0.0,1017.9,84,18.7,1.0,247.5,9,1985,17
394,0.0,1017.6,79,19.8,0.2,0.0,10,1985,17
395,0.0,1017.1,77,21.1,0.8,360.0,11,1985,17
396,0.0,1015.9,71,22.6,1.0,360.0,12,1985,17
397,0.0,1015.5,78,20.8,1.3,315.0,13,1985,17
398,0.0,1014.6,77,20.2,1.5,270.0,14,1985,17
399,0.0,1014.7,77,20.1,0.3,225.0,15,1985,17
400,0.0,1014.6,79,19.6,0.3,270.0,16,1985,17
401,0.0,1014.6,83,18.4,0.0,0.0,17,1985,17
402,0.0,1015.4,89,17.2,0.7,360.0,18,1985,17
403,0.0,1016.0,91,17.2,0.7,270.0,19,1985,17
404,0.0,1016.3,85,17.7,2.0,247.5,20,1985,17
405,0.0,1017.0,89,17.2,2.3,247.5,21,1985,17
406,0.0,1017.1,92,17.2,1.7,247.5,22,1985,17
407,0.0,1017.6,92,17.2,2.5,270.0,23,1985,17
408,0.0,1017.3,91,17.0,0.2,0.0,0,1985,18
409,0.0,1017.0,90,16.7,0.8,225.0,1,1985,18
410,0.0,1016.7,93,16.1,0.7,135.0,2,1985,18
411,0.0,1016.9,93,16.0,0.5,337.5,3,1985,18
412,0.0,1016.7,92,15.5,0.5,315.0,4,1985,18
413,0.3,1016.8,94,15.0,0.2,0.0,5,1985,18
414,0.0,1017.0,94,15.0,0.2,0.0,6,1985,18
415,0.3,1017.8,94,15.0,0.2,0.0,7,1985,18
416,0.1,1018.6,93,15.0,0.5,247.5,8,1985,18
417,0.5,1018.6,95,14.8,0.7,247.5,9,1985,18
418,0.3,1018.7,93,14.7,0.3,180.0,10,1985,18
419,0.5,1018.4,93,15.0,0.8,315.0,11,1985,18
420,0.5,1017.9,90,15.6,1.2,360.0,12,1985,18
421,0.0,1018.0,87,16.2,0.5,337.5,13,1985,18
422,0.1,1018.0,88,16.0,0.5,225.0,14,1985,18
423,0.4,1018.3,94,15.6,0.3,247.5,15,1985,18
424,0.0,1018.5,90,16.0,0.3,247.5,16,1985,18
425,0.0,1018.7,88,16.1,0.2,0.0,17,1985,18
426,0.0,1018.9,87,16.1,0.2,0.0,18,1985,18
427,0.0,1019.1,88,16.0,0.5,157.5,19,1985,18
428,0.0,1019.9,88,15.9,1.2,225.0,20,1985,18
429,0.0,1019.9,87,15.8,0.5,202.5,21,1985,18
430,0.0,1019.9,90,15.1,0.2,0.0,22,1985,18
431,0.0,1019.9,89,14.8,0.0,0.0,23,1985,18
432,0.0,1019.9,91,14.5,0.5,202.5,0,1985,19
433,0.0,1019.7,91,14.1,0.2,0.0,1,1985,19
434,0.0,1019.3,93,13.3,0.0,0.0,2,1985,19
